ISOcountry code,country,World region,Continent,Survey,Year,Admin,Admin name Region,admin level,Population Share (%),MPI,"Headcount Ratio (H, %)","Intensity (A, %)"
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Samburu,1,26.6,0.206,44.2,46.6
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Trans-Nzoia,1,26.6,0.206,44.2,46.6
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Turkana ,1,26.6,0.206,44.2,46.6
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Uasin Gishu ,1,26.6,0.206,44.2,46.6
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,West Pokot ,1,26.6,0.206,44.2,46.6
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Bungoma ,1,11.8,0.177,40.6,43.5
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Busia,1,11.8,0.177,40.6,43.5
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Kakamega,1,11.8,0.177,40.6,43.5
KEN,Kenya,Eastern Africa,Africa,DHS,2014,region,Vihiga ,1,11.8,0.177,40.6,43.5
LSO,Lesotho,South Africa,Africa,MICS,2018,region,Butha-Buthe,1,8.7,0.154,35.5,43.5
LSO,Lesotho,South Africa,Africa,MICS,2018,region,Mafeteng,1,64,0.041,9.8,41.5
LSO,Lesotho,South Africa,Africa,MICS,2018,region,Maseru,1,64,0.041,9.8,41.5
LSO,Lesotho,South Africa,Africa,MICS,2018,region,Berea,1,64,0.041,9.8,41.5
LSO,Lesotho,South Africa,Africa,MICS,2018,region,Leribe,1,64,0.041,9.8,41.5
LSO,Lesotho,South Africa,Africa,MICS,2018,region,Thaba-Tseka,1,19.1,0.185,41.6,44.4
LSO,Lesotho,South Africa,Africa,MICS,2018,region,Mokhotlong,1,19.1,0.185,41.6,44.4
LSO,Lesotho,South Africa,Africa,MICS,2018,region,Mohale's Hoek,1,8.2,0.116,27.8,41.8
LSO,Lesotho,South Africa,Africa,MICS,2018,region,Qacha's Nek,1,8.2,0.116,27.8,41.8
LSO,Lesotho,South Africa,Africa,MICS,2018,region,Quthing,1,8.2,0.116,27.8,41.8
LBR,Liberia,Sub-Saharan Africa,Africa,DHS,2019-2020,region,Bomi,1,3.2,0.304,65.4,46.5
LBR,Liberia,Sub-Saharan Africa,Africa,DHS,2019-2020,region,Bong,1,10,0.371,71.1,52.2
LBR,Liberia,Sub-Saharan Africa,Africa,DHS,2019-2020,region,Gbarpolu,1,1.6,0.396,76.1,52
LBR,Liberia,Sub-Saharan Africa,Africa,DHS,2019-2020,region,Grand Bassa,1,5.7,0.391,72,54.3
LBR,Liberia,Sub-Saharan Africa,Africa,DHS,2019-2020,region,Grand Cape Mount,1,3.3,0.361,73.3,49.2
LBR,Liberia,Sub-Saharan Africa,Africa,DHS,2019-2020,region,Grand Gedeh,1,2.1,0.297,62,47.9
LBR,Liberia,Sub-Saharan Africa,Africa,DHS,2019-2020,region,Grand Kru,1,1.8,0.336,66.9,50.2
LBR,Liberia,Sub-Saharan Africa,Africa,DHS,2019-2020,region,Lofa,1,7.9,0.318,66.3,48
LBR,Liberia,Sub-Saharan Africa,Africa,DHS,2019-2020,region,Margibi,1,5.9,0.255,50.8,50.1
LBR,Liberia,Sub-Saharan Africa,Africa,DHS,2019-2020,region,Maryland,1,2.9,0.282,57,49.5
LBR,Liberia,Sub-Saharan Africa,Africa,DHS,2019-2020,region,Montserrado,1,34,0.122,26.4,46.3
LBR,Liberia,Sub-Saharan Africa,Africa,DHS,2019-2020,region,Nimba,1,16,0.326,65.8,49.6
LBR,Liberia,Sub-Saharan Africa,Africa,DHS,2019-2020,region,River Cess,1,1.6,0.415,76,54.6
LBR,Liberia,Sub-Saharan Africa,Africa,DHS,2019-2020,region,River Gee,1,1.2,0.28,59.9,46.8
LBR,Liberia,Sub-Saharan Africa,Africa,DHS,2019-2020,region,Sinoe,1,2.6,0.267,54.4,49
LBY,Libya,North Africa,Africa,PAPFAM,2014,region,Ejdabia,2,2.4,0.013,3.5,37
LBY,Libya,North Africa,Africa,PAPFAM,2014,region,Benghazi,2,10,0.003,0.9,35.7
LBY,Libya,North Africa,Africa,PAPFAM,2014,region,Derna,2,3.2,0.009,2.6,35.6
LBY,Libya,North Africa,Africa,PAPFAM,2014,region,Al Jabal Al Akhdar,2,3.9,0.015,4,37.8
LBY,Libya,North Africa,Africa,PAPFAM,2014,region,Al Jabal Al Gharbi,2,6.1,0.006,1.5,37.7
LBY,Libya,North Africa,Africa,PAPFAM,2014,region,Almarj,2,3.4,0.007,1.7,39.5
LBY,Libya,North Africa,Africa,PAPFAM,2014,region,El-Merqab,2,5.2,0.008,2.3,36.4
LBY,Libya,North Africa,Africa,PAPFAM,2014,region,Alkufra,2,1.2,0.004,1.1,35.3
LBY,Libya,North Africa,Africa,PAPFAM,2014,region,El-Zawya,2,5.9,0.002,0.6,34.1
LBY,Libya,North Africa,Africa,PAPFAM,2014,region,Aljfara,2,2.6,0.003,0.7,37.9
LBY,Libya,North Africa,Africa,PAPFAM,2014,region,Murzuq,2,1.6,0.004,0.9,40.4
LBY,Libya,North Africa,Africa,PAPFAM,2014,region,Misrata,2,8.1,0.004,1.3,34.6
LBY,Libya,North Africa,Africa,PAPFAM,2014,region,Nalut,2,2,0.003,0.9,34.9
LBY,Libya,North Africa,Africa,PAPFAM,2014,region,Sebha,2,3.5,0.007,1.9,35.7
LBY,Libya,North Africa,Africa,PAPFAM,2014,region,Sirt,2,2.9,0.006,1.5,38.3
LBY,Libya,North Africa,Africa,PAPFAM,2014,region,Tarhuna,2,4.4,0.003,1,35.2
LBY,Libya,North Africa,Africa,PAPFAM,2014,region,Tripoli,2,19.2,0.014,3.7,38
LBY,Libya,North Africa,Africa,PAPFAM,2014,region,Tubruk,2,2.9,0.009,2.6,35.3
LBY,Libya,North Africa,Africa,PAPFAM,2014,region,Wadi Ashshati,2,1.8,0.015,3.9,39.3
LBY,Libya,North Africa,Africa,PAPFAM,2014,region,Zwara,2,5.9,0.003,0.8,39
MD,Madagascar ,Southeastern Africa,Africa,MICS,2018,region,Alaotra Mangoro,1,5,0.341,64.9,52.6
MD,Madagascar ,Southeastern Africa,Africa,MICS,2018,region,Amoron’I Mania,1,3.3,0.423,77.1,54.9
MD,Madagascar ,Southeastern Africa,Africa,MICS,2018,region,Analamanga,1,13.6,0.18,36.9,48.6
MD,Madagascar ,Southeastern Africa,Africa,MICS,2018,region,Analanjirofo,1,4.1,0.278,57,48.7
MD,Madagascar ,Southeastern Africa,Africa,MICS,2018,region,Androy,1,4.2,0.56,92.9,60.2
MD,Madagascar ,Southeastern Africa,Africa,MICS,2018,region,Anosy,1,3.4,0.519,84.4,61.4
MD,Madagascar ,Southeastern Africa,Africa,MICS,2018,region,Atsimo Andrefana,1,7.4,0.552,87.9,62.8
MD,Madagascar ,Southeastern Africa,Africa,MICS,2018,region,Atsimo Atsinanana,1,4.4,0.536,91.2,58.8
MD,Madagascar ,Southeastern Africa,Africa,MICS,2018,region,Atsinanana,1,5.6,0.349,66.5,52.4
MD,Madagascar ,Southeastern Africa,Africa,MICS,2018,region,Betsiboka,1,1.5,0.435,76.9,56.6
MD,Madagascar ,Southeastern Africa,Africa,MICS,2018,region,Boeny,1,3,0.401,68.8,58.3
MD,Madagascar ,Southeastern Africa,Africa,MICS,2018,region,Bongolava,1,2.9,0.435,78.9,55.1
MD,Madagascar ,Southeastern Africa,Africa,MICS,2018,region,Diana,1,3.5,0.256,52.1,49.1
MD,Madagascar ,Southeastern Africa,Africa,MICS,2018,region,Haute Matsiatra,1,5.6,0.409,74.7,54.7
MD,Madagascar ,Southeastern Africa,Africa,MICS,2018,region,Ihorombe,1,1.4,0.48,81.8,58.7
MD,Madagascar ,Southeastern Africa,Africa,MICS,2018,region,Itasy,1,3.6,0.376,71.3,52.7
MD,Madagascar ,Southeastern Africa,Africa,MICS,2018,region,Melaky,1,1.1,0.487,84.9,57.4
MD,Madagascar ,Southeastern Africa,Africa,MICS,2018,region,Menabe,1,3.5,0.472,79.7,59.2
MD,Madagascar ,Southeastern Africa,Africa,MICS,2018,region,Sava,1,3.4,0.259,55.4,46.8
MD,Madagascar ,Southeastern Africa,Africa,MICS,2018,region,Sofia,1,5.8,0.316,62.1,50.9
MD,Madagascar ,Southeastern Africa,Africa,MICS,2018,region,Vakinankaratra,1,8.1,0.383,70,54.6
MD,Madagascar ,Southeastern Africa,Africa,MICS,2018,region,Vatovavy Fitovinany,1,5.6,0.512,85.8,59.7
ML,Mali,West Africa,Africa,DHS,2018,region,Bamako,1,14.9,0.11,25.5,43.3
ML,Mali,West Africa,Africa,DHS,2018,region,Gao,1,2.8,0.473,83.7,56.4
ML,Mali,West Africa,Africa,DHS,2018,region,Kayes,1,14.4,0.421,75.1,56
ML,Mali,West Africa,Africa,DHS,2018,region,Kidal,1,0.1,0.476,83.8,56.8
ML,Mali,West Africa,Africa,DHS,2018,region,Koulikoro,1,19.2,0.353,64.3,54.8
ML,Mali,West Africa,Africa,DHS,2018,region,Mopti,1,11.8,0.496,86.4,57.4
ML,Mali,West Africa,Africa,DHS,2018,region,Sikasso,1,16.8,0.416,77.8,53.5
ML,Mali,West Africa,Africa,DHS,2018,region,Ségou,1,16.1,0.424,76.2,55.6
ML,Mali,West Africa,Africa,DHS,2018,region,Timbuktu,1,3.9,0.535,87.5,61.2
MAR,Morocco,North Africa,Africa,PAPFAM,2017-2018,region,Béni Mellal-Khénifra,1,6.8,0.07,14.2,49.4
MAR,Morocco,North Africa,Africa,PAPFAM,2017-2018,region,Drâa-Tafilalet,1,4.4,0.04,9.1,44.4
MAR,Morocco,North Africa,Africa,PAPFAM,2017-2018,region,Ed Dakhla-Oued ed Dahab,1,0.4,0.016,4.3,38.5
MAR,Morocco,North Africa,Africa,PAPFAM,2017-2018,region,Fès-Meknès,1,12,0.023,5.8,40.6
MAR,Morocco,North Africa,Africa,PAPFAM,2017-2018,region,Guelmim-Oued Noun,1,1.2,0.017,4.8,35.1
MAR,Morocco,North Africa,Africa,PAPFAM,2017-2018,region,Laâyoune-Sakia El Hamra,1,1.2,0.01,2.7,37.7
MAR,Morocco,North Africa,Africa,PAPFAM,2017-2018,region,Marrakech-Safi,1,14,0.039,9.7,40
MAR,Morocco,North Africa,Africa,PAPFAM,2017-2018,region,Marrakech-Tensift-El Haouz,1,20.8,0.014,3.5,39.8
MAR,Morocco,North Africa,Africa,PAPFAM,2017-2018,region,Oriental,1,7.3,0.042,9.2,45.8
MAR,Morocco,North Africa,Africa,PAPFAM,2017-2018,region,Rabat-Salé-Kénitra,1,13,0.014,3.7,36.9
MAR,Morocco,North Africa,Africa,PAPFAM,2017-2018,region,Souss-Massa,1,7.4,0.03,7.4,40.5
MAR,Morocco,North Africa,Africa,PAPFAM,2017-2018,region,Tanger-Tetouan-Al Hoceima,1,11.6,0.014,3.6,38.2
MOZ,Mozambique ,South Africa,Africa,DHS,2011,region,Cabo Delgado,1,8,0.54,88.8,60.8
MOZ,Mozambique ,South Africa,Africa,DHS,2011,region,Gaza,1,5.5,0.355,66.5,53.4
MOZ,Mozambique ,South Africa,Africa,DHS,2011,region,Inhambane,1,5.9,0.366,70.5,52
MOZ,Mozambique ,South Africa,Africa,DHS,2011,region,Manica,1,6.6,0.335,65.2,51.4
MOZ,Mozambique ,South Africa,Africa,DHS,2011,region,Maputo,1,6.8,0.147,31.4,46.9
MOZ,Mozambique ,South Africa,Africa,DHS,2011,region,Maputo City,1,5.1,0.043,10.3,41.9
MOZ,Mozambique ,South Africa,Africa,DHS,2011,region,Nampula,1,15.5,0.456,80.1,56.9
MOZ,Mozambique ,South Africa,Africa,DHS,2011,region,Niassa,1,5.9,0.481,83.1,57.9
MOZ,Mozambique ,South Africa,Africa,DHS,2011,region,Sofala,1,9.3,0.406,72.8,55.8
MOZ,Mozambique ,South Africa,Africa,DHS,2011,region,Tete,1,12.5,0.482,82.3,58.6
MOZ,Mozambique ,South Africa,Africa,DHS,2011,region,Zambezia,1,18.9,0.536,89.3,60
NER,Niger ,West Africa,Africa,DHS,2012,region,Agadez,1,1.9,0.413,71.2,58
NER,Niger ,West Africa,Africa,DHS,2012,region,Diffa,1,3,0.577,92.6,62.3
NER,Niger ,West Africa,Africa,DHS,2012,region,Dosso,1,12.6,0.625,95.2,65.6
NER,Niger ,West Africa,Africa,DHS,2012,region,Maradi,1,23.3,0.651,95.3,68.4
NER,Niger ,West Africa,Africa,DHS,2012,region,Niamey,1,6.4,0.231,46.2,50
NER,Niger ,West Africa,Africa,DHS,2012,region,Tahoua,1,22.1,0.632,94.6,66.8
NER,Niger ,West Africa,Africa,DHS,2012,region,Tillaberi,1,12.6,0.613,93.1,65.8
NER,Niger ,West Africa,Africa,DHS,2012,region,Zinder,1,18.1,0.63,94.2,66.9
BTN,Bhutan,South Central Asia,Asia,BLSS,2022,region,Bumthang,1,,0.044,10.5,41.5
BTN,Bhutan,South Central Asia,Asia,BLSS,2022,region,Chhukha,1,,0.073,17.6,41.4
BTN,Bhutan,South Central Asia,Asia,BLSS,2022,region,Dagana,1,,0.092,21.3,42.9
BTN,Bhutan,South Central Asia,Asia,BLSS,2022,region,Gasa,1,,0.154,33.9,45.4
BTN,Bhutan,South Central Asia,Asia,BLSS,2022,region,Haa,1,,0.066,14.2,46.3
BTN,Bhutan,South Central Asia,Asia,BLSS,2022,region,Lhuentse,1,,0.114,25.9,44
BTN,Bhutan,South Central Asia,Asia,BLSS,2022,region,Monggar,1,,0.107,24.9,42.9
BTN,Bhutan,South Central Asia,Asia,BLSS,2022,region,Paro,1,,0.032,8.1,39.4
BTN,Bhutan,South Central Asia,Asia,BLSS,2022,region,Pema Gatshel,1,,0.11,25.7,42.8
BTN,Bhutan,South Central Asia,Asia,BLSS,2022,region,Punakha,1,,0.077,18.8,41.2
BTN,Bhutan,South Central Asia,Asia,BLSS,2022,region,Samdrup Jongkhar,1,,0.1,23.3,43.1
BTN,Bhutan,South Central Asia,Asia,BLSS,2022,region,Samtse,1,,0.165,36.9,44.6
BTN,Bhutan,South Central Asia,Asia,BLSS,2022,region,Sarpang,1,,0.074,17.7,41.9
BTN,Bhutan,South Central Asia,Asia,BLSS,2022,region,Thimphu,1,,0.028,6.8,40.9
BTN,Bhutan,South Central Asia,Asia,BLSS,2022,region,Trashigang,1,,0.079,18.1,43.3
BTN,Bhutan,South Central Asia,Asia,BLSS,2022,region,Trashi Yangtse,1,,0.065,16.1,40.1
BTN,Bhutan,South Central Asia,Asia,BLSS,2022,region,Trongsa,1,,0.053,13.2,40
BTN,Bhutan,South Central Asia,Asia,BLSS,2022,region,Tsirang,1,,0.112,25.6,43.9
BTN,Bhutan,South Central Asia,Asia,BLSS,2022,region,Wangdue Phodrang,1,,0.075,17.7,42.1
BTN,Bhutan,South Central Asia,Asia,BLSS,2022,region,Zhemgang,1,,0.133,29.7,44.9
LKA,Sri Lanka,South Asia,Asia,HIES,2019,district,Colombo,2,9.8,0.014,3.5,39.9
LKA,Sri Lanka,South Asia,Asia,HIES,2019,district,Gampaha,2,7.9,0.019,5.1,37.9
LKA,Sri Lanka,South Asia,Asia,HIES,2019,district,Jaffna,2,6.1,0.039,10,39.6
LKA,Sri Lanka,South Asia,Asia,HIES,2019,district,Galle,2,6,0.041,10,40.7
LKA,Sri Lanka,South Asia,Asia,HIES,2019,district,Puttalam,2,3,0.044,10,43.9
LKA,Sri Lanka,South Asia,Asia,HIES,2019,district,Kalutara,2,3.9,0.046,11.5,40.4
LKA,Sri Lanka,South Asia,Asia,HIES,2019,district,Kurunegala,2,5.7,0.048,11.8,40.8
LKA,Sri Lanka,South Asia,Asia,HIES,2019,district,Mullaitivu,2,5.4,0.054,13.8,38.8
LKA,Sri Lanka,South Asia,Asia,HIES,2019,district,Ampara,2,3.5,0.058,13.9,41.9
LKA,Sri Lanka,South Asia,Asia,HIES,2019,district,Trincomalee,2,3.7,0.059,14.6,40.5
LKA,Sri Lanka,South Asia,Asia,HIES,2019,district,Kilinochchi,2,1.6,0.06,15.2,39.1
LKA,Sri Lanka,South Asia,Asia,HIES,2019,district,Anuradhapura,2,1.9,0.071,18,39.5
LKA,Sri Lanka,South Asia,Asia,HIES,2019,district,Matara,2,1.3,0.074,17.4,42.8
LKA,Sri Lanka,South Asia,Asia,HIES,2019,district,Kegalle,2,2,0.075,18.2,41.6
LKA,Sri Lanka,South Asia,Asia,HIES,2019,district,Matale,2,3.2,0.081,20.4,39.7
LKA,Sri Lanka,South Asia,Asia,HIES,2019,district,Hambantota,2,3.7,0.081,20.4,40
LKA,Sri Lanka,South Asia,Asia,HIES,2019,district,Batticaloa,2,2.8,0.085,20.2,42.1
LKA,Sri Lanka,South Asia,Asia,HIES,2019,district,Polonnaruwa,2,6.1,0.085,20.2,42.1
LKA,Sri Lanka,South Asia,Asia,HIES,2019,district,Kandy,2,3,0.096,21.9,43.7
LKA,Sri Lanka,South Asia,Asia,HIES,2019,district,Vavuniya,2,3.2,0.11,26.3,41.7
LKA,Sri Lanka,South Asia,Asia,HIES,2019,district,Mannar,2,2.7,0.112,27,41.4
LKA,Sri Lanka,South Asia,Asia,HIES,2019,district,Ratnapura,2,3.5,0.116,28,41.3
LKA,Sri Lanka,South Asia,Asia,HIES,2019,district,Monaragala,2,2.9,0.141,32.7,43.2
LKA,Sri Lanka,South Asia,Asia,HIES,2019,district,Badulla,2,4.2,0.153,36.6,41.8
LKA,Sri Lanka,South Asia,Asia,HIES,2019,district,Nuwara Eliya,2,3.1,0.193,44.2,43.8
